Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,Casp,casp_,complete_model_name,group_name,casp_newname,new_name,lddt,Categories,lddt_rank
TS091,3,23.705,102,62.718,102,0.378,101,-1.0,99,-1.0,66,0.485,92,0.0,1,35.446,136,0.123,100,0.0,1,1.0,0,CR1117,R1117,R1117TS091_3,Others,R1117_TS091_3,R1117_TS091_3,0.1889271630978036,Human,103
TS091,2,24.954,103,59.652,101,0.418,98,-1.0,99,-1.0,66,0.537,84,0.0,1,42.482,151,0.158,85,0.0,1,1.0,0,CR1117,R1117,R1117TS091_2,Others,R1117_TS091_2,R1117_TS091_2,0.1902454262001925,Human,102
TS091,1,27.682,104,77.509,104,0.357,102,-1.0,99,-1.0,66,0.458,95,29.13,85,42.147,150,0.104,103,0.0,1,1.0,0,CR1117,R1117,R1117TS091_1,Others,R1117_TS091_1,R1117_TS091_1,0.1792064056123618,Human,104
TS287,2,12.644,6,16.68,6,0.758,35,0.872,32,0.0,26,0.718,27,0.43,24,26.532,45,0.515,6,0.0,1,0.0,0,CR1126,R1126,R1126TS287_2,Others,R1126_TS287_2,R1126_TS287_2,0.6079066087586205,Human,9
TS287,5,15.229,7,19.004,7,0.801,11,0.839,37,0.577,1,0.789,6,0.17,19,25.827,17,0.408,10,0.0,1,0.0,0,CR1126,R1126,R1126TS287_5,Others,R1126_TS287_5,R1126_TS287_5,0.5374421887328659,Human,22
TS081,1,19.948,8,23.304,10,0.856,3,0.97,6,0.0,26,0.797,4,10.99,55,25.761,14,0.498,7,0.0,1,0.0,0,CR1126,R1126,R1126TS081_1,Others,R1126_TS081_1,R1126_TS081_1,0.6401062890460885,Human,8
TS081,3,19.954,9,23.203,8,0.86,2,0.97,6,0.0,26,0.803,2,11.68,57,25.835,18,0.495,8,0.0,1,0.0,0,CR1126,R1126,R1126TS081_3,Others,R1126_TS081_3,R1126_TS081_3,0.6417061326055546,Human,7
TS081,2,20.001,10,23.24,9,0.861,1,0.97,6,0.0,26,0.804,1,12.88,61,26.255,35,0.493,9,0.0,1,0.0,0,CR1126,R1126,R1126TS081_2,Others,R1126_TS081_2,R1126_TS081_2,0.6428045039844515,Human,6
TS235,1,21.134,11,26.848,11,0.787,14,0.918,12,-1.0,72,0.715,32,94.76,83,19.176,1,0.293,13,0.0,1,0.0,0,CR1126,R1126,R1126TS235_1,Others,R1126_TS235_1,R1126_TS235_1,0.5122515908772625,Human,37
TS434,1,29.738,12,38.301,12,0.776,19,0.904,14,0.354,4,0.724,24,0.09,9,26.569,47,0.257,21,0.0,1,0.0,0,CR1126,R1126,R1126TS434_1,Others,R1126_TS434_1,R1126_TS434_1,0.5432075176849533,Human,17
TS238,1,30.202,13,67.562,58,0.447,73,0.464,69,0.0,26,0.491,81,549.5,95,26.438,40,0.237,32,0.0,1,0.0,0,CR1126,R1126,R1126TS238_1,Others,R1126_TS238_1,R1126_TS238_1,0.3556255401126508,Human,71
TS238,2,31.187,14,188.404,94,0.166,95,0.0,94,0.0,26,0.22,95,275.95,92,50.927,140,0.244,29,0.0,1,0.0,0,CR1126,R1126,R1126TS238_2,Others,R1126_TS238_2,R1126_TS238_2,0.3179043287573908,Human,73
TS235,2,31.927,15,38.857,13,0.822,9,0.94,9,-1.0,72,0.754,14,93.98,82,19.787,2,0.209,58,0.0,1,0.0,0,CR1126,R1126,R1126TS235_2,Others,R1126_TS235_2,R1126_TS235_2,0.5049126768068369,Human,44
TS227,2,32.506,16,42.681,15,0.762,33,0.886,26,0.354,4,0.71,36,0.0,1,26.431,39,0.263,18,0.0,1,0.0,0,CR1126,R1126,R1126TS227_2,Others,R1126_TS227_2,R1126_TS227_2,0.5310934100279066,Human,26
TS076,5,32.744,17,49.228,20,0.665,54,0.705,53,-1.0,72,0.659,53,17.52,65,27.215,56,0.253,22,0.0,1,0.0,0,CR1126,R1126,R1126TS076_5,Others,R1126_TS076_5,R1126_TS076_5,0.4960336944900824,Human,49
TS439,3,32.744,17,49.228,20,0.665,54,0.705,53,-1.0,72,0.659,53,17.52,65,27.215,56,0.253,22,0.0,1,0.0,0,CR1126,R1126,R1126TS439_3,Others,R1126_TS439_3,R1126_TS439_3,0.4960336944900824,Human,49
TS185,3,32.791,19,51.197,23,0.64,57,0.673,57,0.0,26,0.637,60,38.04,75,27.517,61,0.202,66,0.0,1,0.0,0,CR1126,R1126,R1126TS185_3,Others,R1126_TS185_3,R1126_TS185_3,0.4652775880148789,Human,61
TS185,1,33.343,20,52.478,25,0.635,59,0.653,59,0.0,26,0.638,59,0.09,9,26.096,30,0.263,18,0.0,1,0.0,0,CR1126,R1126,R1126TS185_1,Others,R1126_TS185_1,R1126_TS185_1,0.406348736008307,Human,66
TS185,4,33.418,21,57.365,37,0.583,68,0.517,68,0.0,26,0.621,63,0.17,19,27.146,55,0.221,53,0.0,1,0.0,0,CR1126,R1126,R1126TS185_4,Others,R1126_TS185_4,R1126_TS185_4,0.3704265480952169,Human,69
TS128,1,33.421,22,43.824,16,0.763,32,0.892,22,0.333,9,0.707,37,144.53,90,29.482,97,0.271,16,0.0,1,0.0,0,CR1126,R1126,R1126TS128_1,Others,R1126_TS128_1,R1126_TS128_1,0.5690842507420678,Human,12
TS185,2,33.428,23,50.02,22,0.668,53,0.693,56,-1.0,72,0.662,50,0.09,9,25.794,15,0.247,27,0.0,1,0.0,0,CR1126,R1126,R1126TS185_2,Others,R1126_TS185_2,R1126_TS185_2,0.4141383132431352,Human,65
TS185,5,33.484,24,56.135,34,0.596,64,0.548,67,-1.0,72,0.626,62,0.77,26,27.828,67,0.231,38,0.0,1,0.0,0,CR1126,R1126,R1126TS185_5,Others,R1126_TS185_5,R1126_TS185_5,0.3705595481669473,Human,68
TS235,3,33.568,25,42.066,14,0.798,12,0.93,10,-1.0,72,0.725,22,92.3,81,21.629,3,0.287,14,0.0,1,0.0,0,CR1126,R1126,R1126TS235_3,Others,R1126_TS235_3,R1126_TS235_3,0.5065654642150819,Human,42
TS235,4,33.888,26,46.811,17,0.724,48,0.819,42,-1.0,72,0.683,47,1.12,30,29.313,96,0.221,53,0.0,1,0.0,0,CR1126,R1126,R1126TS235_4,Others,R1126_TS235_4,R1126_TS235_4,0.4995941683204503,Human,45
TS035,5,35.681,27,96.576,74,0.369,84,0.15,79,0.0,26,0.48,86,1.65,37,37.84,127,0.149,92,0.0,1,0.0,0,CR1126,R1126,R1126TS035_5,Others,R1126_TS035_5,R1126_TS035_5,0.2460420203372694,Human,90
TS248,5,35.681,27,96.576,74,0.369,84,0.15,79,0.0,26,0.48,86,1.65,37,37.84,127,0.149,92,0.0,1,0.0,0,CR1126,R1126,R1126TS248_5,Others,R1126_TS248_5,R1126_TS248_5,0.2460420203372694,Human,90
TS490,5,35.681,27,96.576,74,0.369,84,0.15,79,0.0,26,0.48,86,1.65,37,37.84,127,0.149,92,0.0,1,0.0,0,CR1126,R1126,R1126TS490_5,Others,R1126_TS490_5,R1126_TS490_5,0.2460420203372694,Human,90
TS128,4,36.876,30,48.11,18,0.766,29,0.875,30,0.316,15,0.724,24,123.6,89,29.591,98,0.287,14,0.0,1,0.0,0,CR1126,R1126,R1126TS128_4,Others,R1126_TS128_4,R1126_TS128_4,0.5757950970580299,Human,10
TS238,3,37.164,31,121.069,86,0.307,92,0.26,74,0.0,26,0.37,93,504.6,94,36.209,126,0.15,91,0.0,1,0.0,0,CR1126,R1126,R1126TS238_3,Others,R1126_TS238_3,R1126_TS238_3,0.3614361275161137,Human,70
TS444,1,37.303,32,81.612,69,0.457,72,0.428,70,0.0,26,0.489,82,351.93,93,34.974,121,0.186,76,0.0,1,0.0,0,CR1126,R1126,R1126TS444_1,Others,R1126_TS444_1,R1126_TS444_1,0.371858166844854,Human,67
TS177,1,37.85,33,124.364,88,0.304,93,0.03,93,0.0,26,0.436,92,254.25,91,32.274,113,0.173,83,0.0,1,0.0,0,CR1126,R1126,R1126TS177_1,Others,R1126_TS177_1,R1126_TS177_1,0.2465970768164009,Human,86
TS147,2,37.864,34,48.121,19,0.787,14,0.897,19,0.354,4,0.743,15,0.0,1,27.496,60,0.219,55,0.0,1,0.0,0,CR1126,R1126,R1126TS147_2,Others,R1126_TS147_2,R1126_TS147_2,0.5447710690900148,Human,16
TS076,3,38.095,35,64.593,53,0.59,65,0.569,64,0.0,26,0.62,64,27.31,70,32.503,115,0.251,24,0.0,1,0.0,0,CR1126,R1126,R1126TS076_3,Others,R1126_TS076_3,R1126_TS076_3,0.4809523829855548,Human,54
TS076,4,38.095,35,64.593,53,0.59,65,0.569,64,0.0,26,0.62,64,27.31,70,32.503,115,0.251,24,0.0,1,0.0,0,CR1126,R1126,R1126TS076_4,Others,R1126_TS076_4,R1126_TS076_4,0.4809523829855548,Human,54
TS439,1,38.095,35,64.593,53,0.59,65,0.569,64,0.0,26,0.62,64,27.31,70,32.503,115,0.251,24,0.0,1,0.0,0,CR1126,R1126,R1126TS439_1,Others,R1126_TS439_1,R1126_TS439_1,0.4809523829855548,Human,54
TS076,1,39.691,38,52.55,26,0.755,36,0.875,30,-1.0,72,0.701,41,2.06,43,27.861,68,0.235,35,0.0,1,0.0,0,CR1126,R1126,R1126TS076_1,Others,R1126_TS076_1,R1126_TS076_1,0.5078205323077029,Human,40
TS444,5,39.881,39,79.953,68,0.499,69,0.324,73,0.0,26,0.58,69,6.79,47,29.077,89,0.199,68,0.0,1,0.0,0,CR1126,R1126,R1126TS444_5,Others,R1126_TS444_5,R1126_TS444_5,0.3228374999573034,Human,72
TS147,4,40.273,40,51.693,24,0.779,17,0.886,26,0.333,9,0.737,16,0.17,19,25.887,21,0.224,48,0.0,1,0.0,0,CR1126,R1126,R1126TS147_4,Others,R1126_TS147_4,R1126_TS147_4,0.5312945112599611,Human,25
TS434,5,40.671,41,52.84,27,0.77,26,0.885,28,0.316,15,0.728,21,0.0,1,26.895,50,0.223,49,0.0,1,0.0,0,CR1126,R1126,R1126TS434_5,Others,R1126_TS434_5,R1126_TS434_5,0.5272103629898587,Human,31
TS385,1,40.891,42,85.385,71,0.479,70,0.336,71,0.0,26,0.546,70,7.3,49,27.982,73,0.193,71,0.0,1,0.0,0,CR1126,R1126,R1126TS385_1,Others,R1126_TS385_1,R1126_TS385_1,0.3114513702209637,Human,74
TS444,3,40.891,42,85.385,71,0.479,70,0.336,71,0.0,26,0.546,70,7.3,49,27.982,73,0.193,71,0.0,1,0.0,0,CR1126,R1126,R1126TS444_3,Others,R1126_TS444_3,R1126_TS444_3,0.3114513702209637,Human,74
TS392,1,41.124,44,55.638,31,0.739,41,0.849,35,0.0,26,0.689,46,83.56,78,28.94,87,0.24,30,0.0,1,0.0,0,CR1126,R1126,R1126TS392_1,Others,R1126_TS392_1,R1126_TS392_1,0.498630077912851,Human,46
TS392,2,41.669,45,55.963,32,0.745,38,0.829,40,-1.0,72,0.705,39,100.91,84,29.229,95,0.227,42,0.0,1,0.0,0,CR1126,R1126,R1126TS392_2,Others,R1126_TS392_2,R1126_TS392_2,0.4924008498341662,Human,51
TS416,2,41.928,46,60.507,44,0.693,50,0.789,47,-1.0,72,0.653,57,9.19,51,28.259,81,0.209,58,0.0,1,0.0,0,CR1126,R1126,R1126TS416_2,Others,R1126_TS416_2,R1126_TS416_2,0.4663774537766043,Human,60
TS227,3,42.242,47,54.753,29,0.772,25,0.908,13,0.378,2,0.714,33,0.26,23,25.866,20,0.206,62,0.0,1,0.0,0,CR1126,R1126,R1126TS227_3,Others,R1126_TS227_3,R1126_TS227_3,0.5496534312737607,Human,15
TS147,1,42.265,48,54.933,30,0.769,27,0.89,23,0.0,26,0.717,29,0.17,19,29.087,92,0.267,17,0.0,1,0.0,0,CR1126,R1126,R1126TS147_1,Others,R1126_TS147_1,R1126_TS147_1,0.5378407619815345,Human,21
TS110,4,42.267,49,57.285,36,0.738,42,0.827,41,-1.0,72,0.702,40,16.67,62,26.587,48,0.236,33,0.0,1,0.0,0,CR1126,R1126,R1126TS110_4,Others,R1126_TS110_4,R1126_TS110_4,0.5144978617516558,Human,35
TS439,2,42.852,50,71.668,63,0.598,62,0.616,62,-1.0,72,0.611,67,16.92,63,29.76,100,0.192,73,0.0,1,0.0,0,CR1126,R1126,R1126TS439_2,Others,R1126_TS439_2,R1126_TS439_2,0.4805597872681998,Human,57
TS444,2,42.852,50,71.668,63,0.598,62,0.616,62,-1.0,72,0.611,67,16.92,63,29.76,100,0.192,73,0.0,1,0.0,0,CR1126,R1126,R1126TS444_2,Others,R1126_TS444_2,R1126_TS444_2,0.4805597872681998,Human,57
TS434,3,43.047,52,56.133,33,0.767,28,0.893,21,0.316,15,0.717,29,0.09,9,25.983,26,0.228,41,0.0,1,0.0,0,CR1126,R1126,R1126TS434_3,Others,R1126_TS434_3,R1126_TS434_3,0.5421676407196264,Human,19
TS110,5,43.062,53,58.12,38,0.741,40,0.859,34,-1.0,72,0.692,43,9.53,52,26.568,46,0.198,70,0.0,1,0.0,0,CR1126,R1126,R1126TS110_5,Others,R1126_TS110_5,R1126_TS110_5,0.5053552276073138,Human,43
TS128,2,43.202,54,53.131,28,0.813,10,0.926,11,0.302,24,0.767,12,12.2,59,25.891,22,0.298,12,0.0,1,0.0,0,CR1126,R1126,R1126TS128_2,Others,R1126_TS128_2,R1126_TS128_2,0.5691905654061477,Human,11
TS035,1,43.538,55,115.111,80,0.378,78,0.115,86,0.0,26,0.507,78,1.74,40,35.685,123,0.226,44,0.0,1,0.0,0,CR1126,R1126,R1126TS035_1,Others,R1126_TS035_1,R1126_TS035_1,0.2529234397789338,Human,82
TS248,1,43.538,55,115.111,80,0.378,78,0.115,86,0.0,26,0.507,78,1.74,40,35.685,123,0.226,44,0.0,1,0.0,0,CR1126,R1126,R1126TS248_1,Others,R1126_TS248_1,R1126_TS248_1,0.2529234397789338,Human,82
TS490,1,43.538,55,115.111,80,0.378,78,0.115,86,0.0,26,0.507,78,1.74,40,35.685,123,0.226,44,0.0,1,0.0,0,CR1126,R1126,R1126TS490_1,Others,R1126_TS490_1,R1126_TS490_1,0.2529234397789338,Human,82
TS029,1,43.622,58,136.742,92,0.319,91,0.0,94,0.0,26,0.441,91,19.84,67,32.446,114,0.223,49,0.0,1,0.0,0,CR1126,R1126,R1126TS029_1,Others,R1126_TS029_1,R1126_TS029_1,0.2302474612570577,Human,94
TS035,2,44.289,59,118.23,83,0.375,81,0.149,82,0.0,26,0.487,83,1.05,27,37.85,130,0.173,83,0.0,1,1.11e-16,0,CR1126,R1126,R1126TS035_2,Others,R1126_TS035_2,R1126_TS035_2,0.2575521838483688,Human,79
TS248,2,44.289,59,118.23,83,0.375,81,0.149,82,0.0,26,0.487,83,1.05,27,37.85,130,0.173,83,0.0,1,1.11e-16,0,CR1126,R1126,R1126TS248_2,Others,R1126_TS248_2,R1126_TS248_2,0.2575521838483688,Human,79
TS490,2,44.289,59,118.23,83,0.375,81,0.149,82,0.0,26,0.487,83,1.05,27,37.85,130,0.173,83,0.0,1,1.11e-16,0,CR1126,R1126,R1126TS490_2,Others,R1126_TS490_2,R1126_TS490_2,0.2575521838483688,Human,79
TS035,4,44.506,62,109.695,77,0.406,74,0.174,75,0.0,26,0.523,72,1.31,31,38.852,136,0.184,78,0.0,1,3.331e-16,0,CR1126,R1126,R1126TS035_4,Others,R1126_TS035_4,R1126_TS035_4,0.269347134029915,Human,76
TS248,4,44.506,62,109.695,77,0.406,74,0.174,75,0.0,26,0.523,72,1.31,31,38.852,136,0.184,78,0.0,1,3.331e-16,0,CR1126,R1126,R1126TS248_4,Others,R1126_TS248_4,R1126_TS248_4,0.269347134029915,Human,76
TS490,4,44.506,62,109.695,77,0.406,74,0.174,75,0.0,26,0.523,72,1.31,31,38.852,136,0.184,78,0.0,1,3.331e-16,0,CR1126,R1126,R1126TS490_4,Others,R1126_TS490_4,R1126_TS490_4,0.269347134029915,Human,76
TS147,3,44.561,65,56.924,35,0.783,16,0.901,16,0.333,9,0.736,17,0.09,9,26.621,49,0.199,68,0.0,1,4.441e-16,0,CR1126,R1126,R1126TS147_3,Others,R1126_TS147_3,R1126_TS147_3,0.5282137343175196,Human,30
TS434,4,45.173,66,58.421,39,0.773,24,0.904,14,0.378,2,0.718,27,0.09,9,25.814,16,0.231,38,0.0,1,6.661e-15,0,CR1126,R1126,R1126TS434_4,Others,R1126_TS434_4,R1126_TS434_4,0.5359098058839402,Human,23
TS110,1,45.484,67,62.712,47,0.725,47,0.81,44,-1.0,72,0.691,44,85.5,79,28.161,78,0.222,52,0.0,1,2.548e-14,0,CR1126,R1126,R1126TS110_1,Others,R1126_TS110_1,R1126_TS110_1,0.4969401444171565,Human,47
TS434,2,45.547,68,58.66,40,0.776,19,0.897,19,0.333,9,0.729,20,0.0,1,26.368,37,0.236,33,0.0,1,3.336e-14,0,CR1126,R1126,R1126TS434_2,Others,R1126_TS434_2,R1126_TS434_2,0.5384056386906816,Human,20
TS128,5,45.586,69,59.593,41,0.765,30,0.882,29,0.333,9,0.716,31,116.67,88,29.143,94,0.24,30,0.0,1,3.93e-14,0,CR1126,R1126,R1126TS128_5,Others,R1126_TS128_5,R1126_TS128_5,0.5674116093905309,Human,13
TS235,5,45.824,70,61.146,45,0.749,37,0.835,39,-1.0,72,0.707,37,107.59,87,29.076,88,0.307,11,0.0,1,1.063e-13,0,CR1126,R1126,R1126TS235_5,Others,R1126_TS235_5,R1126_TS235_5,0.5092352858797048,Human,39
TS110,3,45.832,71,66.049,57,0.694,49,0.793,46,-1.0,72,0.655,56,20.88,68,28.886,85,0.214,57,0.0,1,1.1e-13,0,CR1126,R1126,R1126TS110_3,Others,R1126_TS110_3,R1126_TS110_3,0.4846089242834648,Human,53
TS227,1,45.994,72,60.42,42,0.761,34,0.889,25,0.316,15,0.711,35,0.6,25,25.938,23,0.203,63,0.0,1,2.144e-13,0,CR1126,R1126,R1126TS227_1,Others,R1126_TS227_1,R1126_TS227_1,0.5285228580797436,Human,29
TS128,3,46.221,73,60.423,43,0.765,30,0.87,33,0.289,25,0.725,22,101.67,85,27.039,53,0.247,27,0.0,1,5.411e-13,0,CR1126,R1126,R1126TS128_3,Others,R1126_TS128_3,R1126_TS128_3,0.5533477591089038,Human,14
TS287,4,46.349,74,62.874,48,0.737,43,0.695,55,0.0,26,0.767,12,0.09,9,26.198,33,0.188,75,0.0,1,9.021e-13,0,CR1126,R1126,R1126TS287_4,Others,R1126_TS287_4,R1126_TS287_4,0.5110483992171142,Human,38
TS439,4,46.37,75,68.703,60,0.675,51,0.745,50,-1.0,72,0.657,55,26.37,69,27.939,71,0.203,63,0.0,1,9.812e-13,0,CR1126,R1126,R1126TS439_4,Others,R1126_TS439_4,R1126_TS439_4,0.5251419236720487,Human,33
TS439,5,46.578,76,69.032,61,0.675,51,0.729,52,0.0,26,0.663,49,89.16,80,25.591,12,0.227,42,0.0,1,2.236e-12,0,CR1126,R1126,R1126TS439_5,Others,R1126_TS439_5,R1126_TS439_5,0.4508655465342273,Human,62
TS416,1,46.689,77,64.132,50,0.728,44,0.817,43,-1.0,72,0.691,44,6.96,48,27.094,54,0.232,37,0.0,1,3.452e-12,0,CR1126,R1126,R1126TS416_1,Others,R1126_TS416_1,R1126_TS416_1,0.4887048141329335,Human,52
TS110,2,46.799,78,64.263,52,0.728,44,0.836,38,-1.0,72,0.683,47,6.01,46,28.33,82,0.202,66,0.0,1,5.282e-12,0,CR1126,R1126,R1126TS110_2,Others,R1126_TS110_2,R1126_TS110_2,0.4699605568326598,Human,59
TS029,3,46.817,79,121.759,87,0.385,77,0.164,78,0.0,26,0.471,89,0.0,1,31.174,109,0.185,77,0.0,1,5.654e-12,0,CR1126,R1126,R1126TS029_3,Others,R1126_TS029_3,R1126_TS029_3,0.2483636508028678,Human,85
TS227,5,48.087,80,62.025,46,0.775,21,0.89,23,0.354,4,0.73,18,0.09,9,26.284,36,0.223,49,0.0,1,5.881e-10,0,CR1126,R1126,R1126TS227_5,Others,R1126_TS227_5,R1126_TS227_5,0.5431938547562363,Human,18
TS035,3,48.555,81,131.825,89,0.368,87,0.081,89,0.0,26,0.515,75,1.57,34,38.439,133,0.163,88,0.0,1,2.887e-09,0,CR1126,R1126,R1126TS035_3,Others,R1126_TS035_3,R1126_TS035_3,0.2464890542862315,Human,87
TS248,3,48.555,81,131.825,89,0.368,87,0.081,89,0.0,26,0.515,75,1.57,34,38.439,133,0.163,88,0.0,1,2.887e-09,0,CR1126,R1126,R1126TS248_3,Others,R1126_TS248_3,R1126_TS248_3,0.2464890542862315,Human,87
TS490,3,48.555,81,131.825,89,0.368,87,0.081,89,0.0,26,0.515,75,1.57,34,38.439,133,0.163,88,0.0,1,2.887e-09,0,CR1126,R1126,R1126TS490_3,Others,R1126_TS490_3,R1126_TS490_3,0.2464890542862315,Human,87
TS076,2,49.282,84,77.666,66,0.635,59,0.617,60,0.0,26,0.661,51,36.42,73,29.82,104,0.207,60,0.0,1,2.989e-08,0,CR1126,R1126,R1126TS076_2,Others,R1126_TS076_2,R1126_TS076_2,0.5300814993697974,Human,27
TS444,4,49.282,84,77.666,66,0.635,59,0.617,60,0.0,26,0.661,51,36.42,73,29.82,104,0.207,60,0.0,1,2.989e-08,0,CR1126,R1126,R1126TS444_4,Others,R1126_TS444_4,R1126_TS444_4,0.5300814993697974,Human,27
TS147,5,49.962,86,64.206,51,0.778,18,0.9,18,0.333,9,0.73,18,0.0,1,26.105,31,0.225,47,0.0,1,2.311e-07,0,CR1126,R1126,R1126TS147_5,Others,R1126_TS147_5,R1126_TS147_5,0.5265201716063846,Human,32
TS287,3,50.602,87,63.598,49,0.796,13,0.798,45,0.0,26,0.802,3,0.0,1,26.16,32,0.219,55,0.0,1,1.393e-06,0,CR1126,R1126,R1126TS287_3,Others,R1126_TS287_3,R1126_TS287_3,0.5066254530114803,Human,41
TS227,4,50.818,88,65.671,56,0.774,22,0.901,16,0.354,4,0.722,26,0.09,9,28.545,84,0.23,40,0.0,1,2.484e-06,0,CR1126,R1126,R1126TS227_4,Others,R1126_TS227_4,R1126_TS227_4,0.5347429063781967,Human,24
TS416,5,51.464,89,70.842,62,0.726,46,0.765,48,-1.0,72,0.714,33,38.07,76,26.982,51,0.203,63,0.0,1,1.293e-05,0,CR1126,R1126,R1126TS416_5,Others,R1126_TS416_5,R1126_TS416_5,0.4969115376601551,Human,48
TS097,1,52.695,90,258.126,95,0.204,94,0.06,92,-1.0,72,0.268,94,0.0,1,44.421,139,0.109,95,0.0,1,0.0002134,0,CR1126,R1126,R1126TS097_1,Others,R1126_TS097_1,R1126_TS097_1,0.1655584038966672,Human,95
TS287,1,52.771,91,68.191,59,0.774,22,0.762,49,0.0,26,0.79,5,0.09,9,25.853,19,0.233,36,0.0,1,0.0002498,0,CR1126,R1126,R1126TS287_1,Others,R1126_TS287_1,R1126_TS287_1,0.5170906159589839,Human,34
TS029,2,53.817,92,151.2,93,0.356,90,0.146,85,0.0,26,0.444,90,4.47,44,31.948,112,0.174,82,0.0,1,0.001865,0,CR1126,R1126,R1126TS029_2,Others,R1126_TS029_2,R1126_TS029_2,0.2433156256084273,Human,93
TS416,3,54.12,93,81.891,70,0.661,56,0.739,51,-1.0,72,0.636,61,5.07,45,29.131,93,0.168,87,0.0,1,0.00315,0,CR1126,R1126,R1126TS416_3,Others,R1126_TS416_3,R1126_TS416_3,0.4348126727079583,Human,63
TS392,3,55.273,94,74.206,65,0.745,38,0.844,36,0.0,26,0.7,42,103.31,86,28.503,83,0.259,20,0.0,1,0.01827,0,CR1126,R1126,R1126TS392_3,Others,R1126_TS392_3,R1126_TS392_3,0.5139084344674703,Human,36
TS416,4,60.788,95,95.496,73,0.637,58,0.661,58,0.0,26,0.642,58,45.29,77,26.496,44,0.181,81,0.0,1,0.8348,0,CR1126,R1126,R1126TS416_4,Others,R1126_TS416_4,R1126_TS416_4,0.4285723434996908,Human,64
TS287,1,6.682,6,8.178,6,0.817,44,0.881,54,-1.0,1,0.793,29,0.26,13,8.65,1,0.668,6,0.0,1,0.0,0,CR1128,R1128,R1128TS287_1,Others,R1128_TS287_1,R1128_TS287_1,0.8243395871243019,Human,6
TS287,3,8.939,7,10.561,7,0.846,13,0.881,54,-1.0,1,0.832,5,0.0,1,9.332,2,0.582,7,0.0,1,0.0,0,CR1128,R1128,R1128TS287_3,Others,R1128_TS287_3,R1128_TS287_3,0.7537181558637134,Human,14
TS416,2,14.267,8,16.454,9,0.867,11,0.991,11,-1.0,1,0.807,14,3.42,45,14.28,41,0.43,9,0.0,1,0.0,0,CR1128,R1128,R1128TS416_2,Others,R1128_TS416_2,R1128_TS416_2,0.7595328480893518,Human,13
TS081,5,14.609,9,16.449,8,0.888,8,1.0,1,-1.0,1,0.823,10,5.66,54,13.057,22,0.393,17,0.0,1,0.0,0,CR1128,R1128,R1128TS081_5,Others,R1128_TS081_5,R1128_TS081_5,0.7626321610089728,Human,12
TS081,1,15.826,10,17.272,10,0.916,1,1.0,1,-1.0,1,0.868,1,5.53,53,11.548,9,0.404,15,0.0,1,0.0,0,CR1128,R1128,R1128TS081_1,Others,R1128_TS081_1,R1128_TS081_1,0.794946115956579,Human,7
TS081,3,16.499,11,18.244,11,0.904,4,1.0,1,-1.0,1,0.848,4,4.34,49,12.408,16,0.389,18,0.0,1,0.0,0,CR1128,R1128,R1128TS081_3,Others,R1128_TS081_3,R1128_TS081_3,0.7808774392922131,Human,9
TS081,2,16.915,12,18.536,12,0.913,2,1.0,1,-1.0,1,0.862,2,6.05,56,11.993,13,0.378,20,0.0,1,0.0,0,CR1128,R1128,R1128TS081_2,Others,R1128_TS081_2,R1128_TS081_2,0.7869756698249357,Human,8
TS416,3,17.92,13,21.363,14,0.839,16,0.942,15,-1.0,1,0.783,37,109.08,82,18.498,102,0.406,14,0.0,1,0.0,0,CR1128,R1128,R1128TS416_3,Others,R1128_TS416_3,R1128_TS416_3,0.724133698312104,Human,27
TS081,4,18.097,14,19.965,13,0.906,3,1.0,1,-1.0,1,0.853,3,5.0,50,12.171,14,0.388,19,0.0,1,0.0,0,CR1128,R1128,R1128TS081_4,Others,R1128_TS081_4,R1128_TS081_4,0.7770153573445442,Human,10
TS235,3,19.68,15,23.946,15,0.822,35,0.886,51,-1.0,1,0.79,33,116.61,87,18.574,104,0.359,25,0.0,1,0.0,0,CR1128,R1128,R1128TS235_3,Others,R1128_TS235_3,R1128_TS235_3,0.7435327382819853,Human,19
TS392,5,21.065,16,25.147,16,0.838,18,0.923,18,-1.0,1,0.793,29,91.21,74,17.23,80,0.415,12,0.0,1,0.0,0,CR1128,R1128,R1128TS392_5,Others,R1128_TS392_5,R1128_TS392_5,0.7291813076488675,Human,25
TS185,1,22.113,17,28.078,20,0.788,65,0.865,61,-1.0,1,0.753,66,0.39,20,12.793,21,0.332,36,0.0,1,0.0,0,CR1128,R1128,R1128TS185_1,Others,R1128_TS185_1,R1128_TS185_1,0.688340418522934,Human,54
TS235,2,22.268,18,27.077,17,0.822,35,0.907,36,-1.0,1,0.78,41,115.64,86,18.412,99,0.369,22,0.0,1,0.0,0,CR1128,R1128,R1128TS235_2,Others,R1128_TS235_2,R1128_TS235_2,0.7359846583422225,Human,22
TS439,1,22.305,19,27.998,19,0.797,58,0.843,65,-1.0,1,0.778,43,55.46,69,14.506,45,0.336,35,0.0,1,0.0,0,CR1128,R1128,R1128TS439_1,Others,R1128_TS439_1,R1128_TS439_1,0.7191205998619564,Human,34
